cylinders,displacement,horsepower,weight,acceleration,model year,mpg
1.0,0.7286821705426356,0.6467391304347826,0.5897363198185427,0.20833333333333331,0.0,15.0
1.0,0.8578811369509044,0.6739130434782609,0.8661752197334845,0.20833333333333331,0.4166666666666667,16.0
1.0,0.6098191214470284,0.5652173913043478,0.58378225120499,0.20833333333333331,0.16666666666666666,17.0
0.2,0.07493540051679587,0.07608695652173914,0.06265948398072016,0.6547619047619048,0.08333333333333333,27.0
1.0,0.6046511627906976,0.5108695652173914,0.8576694074284094,0.47619047619047616,0.3333333333333333,14.0
0.2,0.07493540051679587,0.17391304347826086,0.09271335412531896,0.38690476190476186,0.5833333333333334,29.0
0.2,0.2144702842377261,0.2391304347826087,0.2673660334561951,0.3095238095238095,0.75,33.5
0.2,0.13953488372093023,0.21195652173913043,0.19761837255457895,0.625,0.25,19.0
1.0,0.7286821705426356,0.6467391304347826,0.7544655514601645,0.23809523809523808,0.16666666666666666,13.0
0.2,0.13953488372093023,0.22826086956521738,0.25148851715338816,0.42261904761904756,0.8333333333333334,35.0
0.2,0.056847545219638244,0.13043478260869565,0.09186277289481146,0.369047619047619,0.5,29.0
0.2,0.07493540051679587,0.11413043478260869,0.1281542387297987,0.5833333333333334,0.9166666666666666,32.3
1.0,0.8578811369509044,0.7282608695652174,0.7391550893110292,0.1845238095238095,0.5833333333333334,16.0
1.0,0.7286821705426356,0.6195652173913043,0.8060674794442869,0.3273809523809524,0.16666666666666666,12.0
0.2,0.13695090439276486,0.34782608695652173,0.27984122483697194,0.28571428571428575,0.5833333333333334,21.5
1.0,0.6046511627906976,0.5108695652173914,0.716756450240998,0.35714285714285715,0.3333333333333333,16.0
0.2,0.0,0.016304347826086956,0.07201587751630281,0.6845238095238095,0.25,29.0
0.0,0.00516795865633075,0.27717391304347827,0.2032889140912957,0.3273809523809524,0.16666666666666666,19.0
0.2,0.12144702842377261,0.266304347826087,0.3064927700595407,0.41666666666666663,0.4166666666666667,23.0
0.6,0.40568475452196384,0.32065217391304346,0.5177204423022399,0.4464285714285714,0.08333333333333333,16.0
0.6,0.40568475452196384,0.29347826086956524,0.5151686986107173,0.5476190476190476,0.6666666666666666,20.5
0.6,0.34108527131782945,0.21195652173913043,0.4130989509498157,0.5178571428571428,0.6666666666666666,20.8
1.0,0.6098191214470284,0.40217391304347827,0.6660051034873831,0.3511904761904762,0.5,15.5
1.0,1.0,0.9728260869565217,0.797278140062376,0.11904761904761904,0.0,14.0
0.2,0.028423772609819122,0.11413043478260869,0.09923447689254324,0.4464285714285714,0.3333333333333333,26.0
0.2,0.07751937984496124,0.18478260869565216,0.15622341933654665,0.41666666666666663,0.16666666666666666,28.0
1.0,0.6459948320413437,0.5380434782608695,0.7164729231641622,0.33928571428571425,0.5833333333333334,15.5
0.2,0.07751937984496124,0.2391304347826087,0.18485965409696625,0.4464285714285714,0.25,26.0
0.2,0.13178294573643412,0.27717391304347827,0.22455344485398357,0.4107142857142857,0.6666666666666666,23.9
1.0,0.813953488372093,0.6739130434782609,0.5528777998298837,0.11904761904761904,0.0,15.0
1.0,0.8578811369509044,0.5652173913043478,0.8083356960589736,0.23809523809523808,0.25,13.0
0.2,0.056847545219638244,0.010869565217391304,0.2047065494754749,0.9345238095238094,0.8333333333333334,43.4
0.2,0.09560723514211886,0.15217391304347827,0.10405443719875249,0.43452380952380953,1.0,36.0
0.2,0.03875968992248062,0.08152173913043478,0.11057555996597675,0.6547619047619048,0.3333333333333333,32.0
0.6,0.42377260981912146,0.358695652173913,0.34647008789339384,0.3988095238095237,1.0,22.0
0.2,0.020671834625323,0.03260869565217391,0.010206974766090162,0.5059523809523809,0.3333333333333333,31.0
0.2,0.10335917312661498,0.15760869565217392,0.18485965409696625,0.4285714285714285,0.8333333333333334,32.2
0.2,0.13953488372093023,0.21739130434782608,0.22171817408562516,0.47619047619047616,0.16666666666666666,22.0
0.2,0.028423772609819122,0.06521739130434782,0.04026084491068897,0.5297619047619047,0.9166666666666666,39.1
0.2,0.04392764857881137,0.10326086956521739,0.1026368018145733,0.6785714285714285,0.9166666666666666,37.0
1.0,0.6459948320413437,0.483695652173913,0.6285795293450525,0.4285714285714285,0.75,18.2
1.0,0.7286821705426356,0.7282608695652174,0.5815140345903034,0.17857142857142858,0.25,11.0
1.0,0.6459948320413437,0.5652173913043478,0.8063510065211228,0.3273809523809524,0.3333333333333333,14.0
1.0,0.7312661498708011,0.5217391304347826,0.6920895945562802,0.375,0.75,15.5
1.0,0.6459948320413437,0.5652173913043478,0.613552594272753,0.26785714285714285,0.25,15.0
0.2,0.2144702842377261,0.2391304347826087,0.2996881202154806,0.47619047619047616,0.75,28.4
0.2,0.046511627906976744,0.10326086956521739,0.11511199319535016,0.4999999999999999,0.8333333333333334,37.2
0.2,0.18604651162790697,0.25,0.27190246668556844,0.4107142857142857,0.5,25.0
0.2,0.10852713178294573,0.22282608695652173,0.3002551743691523,0.5654761904761905,0.0,25.0
0.2,0.18604651162790697,0.25,0.354975900198469,0.4999999999999999,1.0,24.0
0.2,0.07493540051679587,0.1358695652173913,0.06010774028919762,0.24999999999999994,0.5,29.5
1.0,0.6459948320413437,0.5652173913043478,0.715055287779983,0.3273809523809524,0.16666666666666666,15.0
0.2,0.059431524547803614,0.07608695652173914,0.05301956336830167,0.4999999999999999,0.6666666666666666,36.1
0.6,0.42377260981912146,0.2391304347826087,0.452792741706833,0.5476190476190476,0.6666666666666666,19.4
0.2,0.07751937984496124,0.11956521739130435,0.1536716756450241,0.5059523809523809,0.6666666666666666,30.0
0.2,0.13178294573643412,0.29347826086956524,0.2840941309895095,0.40476190476190477,0.9166666666666666,32.9
0.6,0.5012919896640827,0.21195652173913043,0.39750496172384464,0.5357142857142857,1.0,38.0
0.6,0.40568475452196384,0.34782608695652173,0.5690388432095265,0.6369047619047619,0.6666666666666666,18.6
0.2,0.08527131782945736,0.20108695652173914,0.16699744825630847,0.43452380952380953,0.5,27.0
0.2,0.07751937984496124,0.20108695652173914,0.17181740856251773,0.5059523809523809,0.3333333333333333,29.0
0.2,0.10335917312661498,0.15760869565217392,0.20895945562801246,0.5238095238095238,0.9166666666666666,32.4
1.0,0.8578811369509044,0.7010869565217391,0.8083356960589736,0.20833333333333331,0.08333333333333333,14.0
0.2,0.1731266149870801,0.20652173913043478,0.21462999716472922,0.2976190476190476,1.0,36.0
0.6,0.4702842377260982,0.29347826086956524,0.4865324638502977,0.4464285714285714,0.08333333333333333,17.0
0.2,0.028423772609819122,0.11413043478260869,0.09554862489367735,0.6547619047619048,0.3333333333333333,31.0
1.0,0.7545219638242894,0.9184782608695652,0.8511482846611852,0.35714285714285715,0.0,10.0
1.0,0.6459948320413437,0.8913043478260869,0.7850864757584349,0.3273809523809524,0.0,11.0
0.2,0.028423772609819122,0.13043478260869565,0.13070598242132123,0.6845238095238095,0.08333333333333333,30.0
0.2,0.07751937984496124,0.09239130434782608,0.12418485965409697,0.5357142857142857,0.5833333333333334,30.5
0.2,0.2144702842377261,0.2391304347826087,0.37907570172951516,0.5535714285714286,1.0,27.0
0.2,0.18604651162790697,0.22826086956521738,0.3620640771193649,0.5535714285714286,0.75,22.3
0.6,0.3359173126614987,0.266304347826087,0.3660334561950666,0.47619047619047616,0.25,23.0
0.2,0.09560723514211886,0.09239130434782608,0.14516586333994896,0.3988095238095237,1.0,38.0
0.2,0.17054263565891473,0.266304347826087,0.2557414233059257,0.40476190476190477,0.6666666666666666,21.1
0.2,0.07751937984496124,0.10869565217391304,0.05301956336830167,0.38095238095238093,0.6666666666666666,36.1
0.2,0.07751937984496124,0.1793478260869565,0.18202438332860787,0.5773809523809523,0.5,26.0
0.2,0.13953488372093023,0.18478260869565216,0.2375956903884321,0.5059523809523809,0.3333333333333333,26.0
0.4,0.16279069767441862,0.30978260869565216,0.3450524525092146,0.47023809523809523,0.6666666666666666,20.3
0.2,0.04392764857881137,0.13043478260869565,0.1295718741139779,0.630952380952381,0.6666666666666666,39.4
0.6,0.42118863049095606,0.32065217391304346,0.5137510632265382,0.5297619047619047,0.5833333333333334,20.5
0.6,0.42377260981912146,0.29347826086956524,0.3334278423589453,0.41666666666666663,0.25,18.0
0.2,0.18604651162790697,0.22826086956521738,0.35639353558264814,0.6011904761904763,0.8333333333333334,26.4
0.2,0.18604651162790697,0.20108695652173914,0.2908987808335696,0.5357142857142857,0.4166666666666667,23.0
0.2,0.04392764857881137,0.13043478260869565,0.10688970796711086,0.5357142857142857,0.5,32.0
0.2,0.1111111111111111,0.18478260869565216,0.1536716756450241,0.40476190476190477,0.5833333333333334,30.0
0.2,0.18604651162790697,0.17391304347826086,0.27757300822228526,0.625,0.4166666666666667,23.0
1.0,0.7286821705426356,0.5652173913043478,0.8749645591153955,0.38690476190476186,0.3333333333333333,13.0
0.2,0.1343669250645995,0.22826086956521738,0.1550893110292033,0.38690476190476186,1.0,36.0
0.2,0.07493540051679587,0.03260869565217391,0.14658349872412815,0.9880952380952381,1.0,44.0
0.2,0.046511627906976744,0.10326086956521739,0.1409129571874114,0.5892857142857142,0.8333333333333334,46.6
0.2,0.09560723514211886,0.09239130434782608,0.17068330025517436,0.4107142857142857,0.9166666666666666,34.7
0.6,0.4909560723514212,0.34782608695652173,0.38247802665154523,0.3273809523809524,0.08333333333333333,18.0
0.2,0.09302325581395349,0.266304347826087,0.2160476325489084,0.5654761904761905,0.0,25.0
1.0,0.7286821705426356,0.592391304347826,0.7788488800680465,0.4107142857142857,0.75,16.9
0.2,0.07751937984496124,0.11956521739130435,0.14800113410830734,0.511904761904762,0.6666666666666666,29.5
0.2,0.03359173126614987,0.07608695652173914,0.04167848029486816,0.4821428571428572,0.9166666666666666,35.1
0.2,0.028423772609819122,0.06521739130434782,0.06010774028919762,0.630952380952381,0.5833333333333334,36.0
0.2,0.2144702842377261,0.21195652173913043,0.3521406294301106,0.5714285714285715,0.6666666666666666,23.8
0.6,0.40568475452196384,0.29347826086956524,0.5718741139778849,0.5773809523809523,0.5833333333333334,19.0
0.2,0.025839793281653745,0.03260869565217391,0.10547207258293168,0.6785714285714285,0.6666666666666666,32.8
1.0,0.7545219638242894,0.6739130434782609,0.8622058406577828,0.2976190476190476,0.25,13.0
1.0,0.7286821705426356,0.6467391304347826,0.7360362914658349,0.23809523809523808,0.08333333333333333,14.0
0.6,0.42377260981912146,0.29347826086956524,0.47490785370002836,0.4464285714285714,0.08333333333333333,18.0
0.6,0.42377260981912146,0.2391304347826087,0.4683867309328041,0.6071428571428571,0.75,20.2
1.0,0.7312661498708011,0.5815217391304348,0.7204423022398639,0.3273809523809524,0.08333333333333333,14.0
0.2,0.05167958656330749,0.16304347826086957,0.1281542387297987,0.38690476190476186,0.08333333333333333,30.0
0.2,0.13695090439276486,0.375,0.33512900481996033,0.45833333333333326,0.6666666666666666,21.6
0.6,0.4702842377260982,0.14130434782608695,0.515735752764389,0.7738095238095237,0.4166666666666667,15.0
0.2,0.18604651162790697,0.14130434782608695,0.22540402608449106,0.6547619047619048,0.08333333333333333,22.0
0.6,0.2454780361757106,0.42934782608695654,0.43294584632832434,0.3333333333333333,0.6666666666666666,17.0
0.2,0.1343669250645995,0.22282608695652173,0.38729798695775447,0.6845238095238095,0.16666666666666666,21.0
0.2,0.13695090439276486,0.375,0.2999716472923164,0.3273809523809524,0.4166666666666667,25.0
1.0,0.6046511627906976,0.5108695652173914,0.5205557130705982,0.1488095238095238,0.0,17.0
0.2,0.07751937984496124,0.13043478260869565,0.14516586333994896,0.5535714285714286,1.0,36.0
0.2,0.13178294573643412,0.1956521739130435,0.31386447405727247,0.6785714285714285,1.0,31.0
0.2,0.11627906976744186,0.266304347826087,0.18854550609583215,0.4464285714285714,0.16666666666666666,24.0
0.2,0.059431524547803614,0.11413043478260869,0.09980153104621492,0.45833333333333326,1.0,32.0
0.2,0.056847545219638244,0.1358695652173913,0.17295151686986107,0.5059523809523809,0.4166666666666667,25.0
0.2,0.2144702842377261,0.2391304347826087,0.31811738020981006,0.5952380952380952,1.0,27.0
1.0,0.7286821705426356,0.7282608695652174,0.7845194216047633,0.244047619047619,0.5,16.5
1.0,0.49612403100775193,0.2391304347826087,0.5123334278423589,0.8452380952380951,0.75,23.9
0.2,0.028423772609819122,0.11413043478260869,0.10972497873546924,0.47619047619047616,0.3333333333333333,31.0
0.2,0.056847545219638244,0.15760869565217392,0.14034590303373973,0.4464285714285714,0.3333333333333333,24.0
0.2,0.18604651162790697,0.15760869565217392,0.2633966543804933,0.5357142857142857,0.3333333333333333,25.0
0.6,0.2713178294573643,0.375,0.3081939325205557,0.2916666666666667,0.75,26.8
0.2,0.056847545219638244,0.010869565217391304,0.10547207258293168,0.8035714285714285,0.6666666666666666,43.1
1.0,0.6098191214470284,0.5652173913043478,0.7496455911539552,0.4464285714285714,0.3333333333333333,14.0
0.2,0.07493540051679587,0.043478260869565216,0.18174085625177205,0.9226190476190476,0.16666666666666666,23.0
1.0,0.6098191214470284,0.5652173913043478,0.5160192798412249,0.23809523809523808,0.0,16.0
1.0,0.9612403100775194,0.9184782608695652,0.8851715338814857,0.17857142857142858,0.25,13.0
1.0,0.7286821705426356,0.7282608695652174,0.818259143748228,0.26785714285714285,0.25,12.0
0.6,0.25839793281653745,0.3804347826086957,0.36489934788772327,0.2738095238095238,0.9166666666666666,25.4
0.2,0.10077519379844961,0.14130434782608695,0.1919478310178622,0.5357142857142857,0.8333333333333334,32.4
0.6,0.4909560723514212,0.34782608695652173,0.5724411681315565,0.5952380952380952,0.3333333333333333,16.0
0.2,0.059431524547803614,0.11413043478260869,0.09980153104621492,0.41666666666666663,1.0,38.0
0.2,0.059431524547803614,0.13043478260869565,0.09696626027785654,0.7440476190476191,0.08333333333333333,26.0
0.2,0.059431524547803614,0.11956521739130435,0.11681315565636519,0.6071428571428571,1.0,37.0
1.0,0.8578811369509044,0.5652173913043478,0.6090161610433796,0.08928571428571429,0.0,15.0
